name,category,status,expected_type,default_value,effect_role,remarks,target_parameters,source_paths,milestones,source_inventory
SRC_LIVE_VIS_CUDA_SNAPSHOT,Live visualization snapshot expérimental,ajout 0336a; gardé expérimental,booléen/env truthy,0,Tente un snapshot compact des particules depuis l’état CUDA partagé.,Non fiable après resampling dans les tests 0336a; ne pas utiliser par défaut.,,doc/README_livevis_cuda_field_0337a.md;src/cuda_shared_particle_state_0251.cpp;src/live_visualization_0335.cpp,,src_mpcd_cuda_env_flags_added_0331_to_0337_livevis.csv | src_mpcd_cuda_livevis_inventory_0314_to_0339a.csv | src_mpcd_cuda_livevis_inventory_0314_to_0342a.csv | src_mpcd_cuda_resampling_env_flags_delta_0314_to_0337_livevis.csv
SRC_LIVE_VIS_ENABLE,Live visualization runtime,ajout 0335,booléen/env truthy,false/off; 1 dans scripts livevis 0337,Active la fenêtre livevis au runtime.,N’affecte pas les builds/runs production si absent. Les scripts 0337 livevis l’activent par défaut.,,doc/README_live_visualization_0335a.md;src/main_src_mpcd_base.cpp,,src_mpcd_cuda_env_flags_added_0331_to_0337_livevis.csv | src_mpcd_cuda_livevis_inventory_0314_to_0339a.csv | src_mpcd_cuda_livevis_inventory_0314_to_0342a.csv | src_mpcd_cuda_resampling_env_flags_delta_0314_to_0337_livevis.csv
SRC_LIVE_VIS_EVERY,Live visualization runtime,ajout 0335 | mis à jour 0339a | mis à jour 0433a,entier > 0,10 code; 20 scripts 0337,Initialise la cadence livevis au démarrage; depuis 0433a cette cadence peut être modifiée à chaud par livevis_control.kv:liveEvery/every/visualEvery.,Augmenter pour réduire le coût d’affichage. | 0339a: export effectif issu de LIVE_VIS_EVERY dans les scripts livevis; défaut script recommandé 25. | 0433a: livevis_control.kv:liveEvery devient le contrôle runtime canonique; recordEvery absent ou <=0 suit cette cadence pour les dumps filtrés.,,src/filtered_field_recorder_0432.cpp;src/live_visualization_0335.cpp;src/live_visualization_0335.h;src/main_src_mpcd_base.cpp,,src_mpcd_cuda_env_flags_added_0331_to_0337_livevis.csv | src_mpcd_cuda_livevis_inventory_0314_to_0339a.csv | src_mpcd_cuda_livevis_inventory_0314_to_0342a.csv | src_mpcd_cuda_resampling_env_flags_delta_0314_to_0337_livevis.csv | session_0433a_wysiwyr
SRC_LIVE_VIS_FIELD,Live visualization runtime,ajout 0335/0337 | mis à jour 0361,string: ux|uy|speed|vorticity|omega|curl|mass|density|N|n|count|population|particle_count|cell_count|chi|topo_chi|alpha|darcy_alpha|darcy_power|darcy|brinkman_power,ux dans code; dépend des scripts,Choisit le champ scalaire rendu dans la fenêtre live. 0361 ajoute le vrai comptage particulaire N/count.,"Par défaut scripts: VK/TG=vorticity, Poiseuille=ux, step/box=speed. | 0341a: valeur initiale seulement; peut être modifiée à chaud via livevis_control.kv si SRC_LIVE_VIS_CONTROL_FILE est défini. | N/count compte les particules fluides par cellule live; distinct de mass/density si masses non unitaires.",,doc/livevis_field_N_0361.md;doc/livevis_field_minmax_0363.md;doc/livevis_quiver_overlay_0364.md;doc/livevis_quiver_smoothing_0365.md;doc/livevis_runtime_control_0341a.md;include/cuda_live_field_0337.h;src/cuda_live_field_0337.cu;src/live_visualization_0335.cpp;src/main_src_mpcd_base.cpp,,src_mpcd_cuda_env_flags_added_0331_to_0337_livevis.csv | src_mpcd_cuda_livevis_inventory_0314_to_0339a.csv | src_mpcd_cuda_livevis_inventory_0314_to_0342a.csv | src_mpcd_cuda_resampling_env_flags_delta_0314_to_0337_livevis.csv | session_0361_0365_livevis
SRC_LIVE_VIS_FORCE_HOST_MIRROR,Live visualization fallback/debug,ajout 0335c,booléen/env truthy,0,Force la visualisation à utiliser un miroir hôte.,Debug uniquement; plus lent que CUDA_FIELD.,,src/main_src_mpcd_base.cpp,,src_mpcd_cuda_env_flags_added_0331_to_0337_livevis.csv | src_mpcd_cuda_livevis_inventory_0314_to_0339a.csv | src_mpcd_cuda_livevis_inventory_0314_to_0342a.csv | src_mpcd_cuda_resampling_env_flags_delta_0314_to_0337_livevis.csv
SRC_LIVE_VIS_GAIN,Live visualization runtime,ajout 0335c/0337,double > 0,1.0,Gain visuel appliqué à la colormap.,Réduire si l’image est saturée rouge/bleu; augmenter pour renforcer le contraste. | 0341a: valeur initiale seulement; peut être modifiée à chaud via livevis_control.kv si SRC_LIVE_VIS_CONTROL_FILE est défini.,,doc/livevis_runtime_control_0341a.md;src/cuda_live_field_0337.cu;src/live_visualization_0335.cpp;src/main_src_mpcd_base.cpp,,src_mpcd_cuda_env_flags_added_0331_to_0337_livevis.csv | src_mpcd_cuda_livevis_inventory_0314_to_0339a.csv | src_mpcd_cuda_livevis_inventory_0314_to_0342a.csv | src_mpcd_cuda_resampling_env_flags_delta_0314_to_0337_livevis.csv
SRC_LIVE_VIS_HOLD_ON_EXIT,Live visualization runtime,ajout 0421; propagé Darcy 0425/0426,booléen/env truthy,1 dans scripts interactifs; 0 recommandé en batch,Conserve la fenêtre livevis ouverte à la fin du run lorsque la visualisation est active.,Introduit pour inspection interactive ; désactiver en campagnes automatiques afin que le script termine.,,doc/README_0426_DARCY_FASTFLAGS.md;scripts/run_src_classic_cuda_darcy_chi_backward_step_0425.sh;scripts/run_src_classic_cuda_darcy_chi_lr_segments_0411.sh;scripts/run_src_classic_cuda_darcy_chi_naca_periodic_0414.sh,,src_mpcd_env_flags_inventory_consolidated_0365.csv + compléments Darcy/Brinkman/livevis 0411-0426
SRC_LIVE_VIS_LOG_SOURCE,Live visualization runtime,ajout 0335c; amélioré 0337d | mis à jour 0339a | mis à jour 0363/0364/0365,booléen/env truthy,0,Active les logs de source livevis; affiche désormais min/max/scale et quiver/qscale/qsmooth quand disponibles.,"Depuis 0337d, le statut se réécrit sur la même ligne au lieu d’empiler les logs. | 0339a: export effectif issu de LIVE_VIS_LOG_SOURCE; défaut script recommandé 0. | 0363 ajoute min/max/scale/minmax_s; 0364 ajoute quiver/qscale; 0365 ajoute qsmooth.",,doc/livevis_field_N_0361.md;doc/livevis_field_minmax_0363.md;doc/livevis_quiver_overlay_0364.md;doc/livevis_quiver_smoothing_0365.md;include/cuda_live_field_0337.h;src/cuda_live_field_0337.cu;src/live_visualization_0335.cpp;src/main_src_mpcd_base.cpp,,src_mpcd_cuda_env_flags_added_0331_to_0337_livevis.csv | src_mpcd_cuda_livevis_inventory_0314_to_0339a.csv | src_mpcd_cuda_livevis_inventory_0314_to_0342a.csv | src_mpcd_cuda_resampling_env_flags_delta_0314_to_0337_livevis.csv | session_0361_0365_livevis
SRC_LIVE_VIS_NO_SOLID_OVERLAY,Live visualization runtime,présent état 36abd23; inventorié 0490p (0490p),booléen/env truthy,false/off,Désactive l’overlay géométrique du solide dans la visualisation live.,"À passer dans l’environnement du shell, pas dans params.kv. Ligne ajoutée par comparaison exhaustive des appels getenv du code courant avec l’inventaire 0436b.",,src/live_visualization_0335.cpp,,delta source 0437–0490p / branche surf commit 36abd23
SRC_LIVE_VIS_NX,Live visualization runtime,ajout 0335/0337,entier >= 16,300 scripts 0337,Résolution x de la grille/champ live.,Plus élevé = plus fin mais plus coûteux. 300×80 validé comme compromis.,,src/cuda_live_field_0337.cu;src/main_src_mpcd_base.cpp,,src_mpcd_cuda_env_flags_added_0331_to_0337_livevis.csv | src_mpcd_cuda_livevis_inventory_0314_to_0339a.csv | src_mpcd_cuda_livevis_inventory_0314_to_0342a.csv | src_mpcd_cuda_resampling_env_flags_delta_0314_to_0337_livevis.csv
SRC_LIVE_VIS_NY,Live visualization runtime,ajout 0335/0337,entier >= 16,80 scripts 0337,Résolution y de la grille/champ live.,Plus élevé = plus fin mais plus coûteux. 300×80 validé comme compromis.,,src/cuda_live_field_0337.cu;src/main_src_mpcd_base.cpp,,src_mpcd_cuda_env_flags_added_0331_to_0337_livevis.csv | src_mpcd_cuda_livevis_inventory_0314_to_0339a.csv | src_mpcd_cuda_livevis_inventory_0314_to_0342a.csv | src_mpcd_cuda_resampling_env_flags_delta_0314_to_0337_livevis.csv
SRC_LIVE_VIS_PARTICLE_TYPE_FILTER,Live visualization runtime / particle type filter 0436,ajout 0436,entier,-1,Filtre les particules avant accumulation livevis et filtered recording; -1 conserve le comportement all-types.,Runtime visualisation/enregistrement uniquement. Alias MPCD_* disponible. Recommandé de tracer manifest.kv:particleTypeFilter pour les runs comparatifs.,,src/filtered_field_recorder_0432.cpp;src/live_visualization_0335.cpp;src/main_src_mpcd_base.cpp,,session_0436_particle_type_filter_livevis
SRC_LIVE_VIS_QUANTILE,Live visualization runtime,ajout 0335c,"double dans (0,1]",0.995,Quantile d’échelle auto du rendu CPU fallback.,Limite l’effet du bruit particulaire et des outliers.,,src/live_visualization_0335.cpp,,src_mpcd_cuda_env_flags_added_0331_to_0337_livevis.csv | src_mpcd_cuda_livevis_inventory_0314_to_0339a.csv | src_mpcd_cuda_livevis_inventory_0314_to_0342a.csv | src_mpcd_cuda_resampling_env_flags_delta_0314_to_0337_livevis.csv
SRC_LIVE_VIS_QUIVER_MIN_SPEED,Live visualization runtime,ajout 0364,double >= 0,0,Seuil minimal de vitesse sous lequel les segments quiver ne sont pas dessinés.,,,doc/livevis_field_N_0361.md;doc/livevis_field_minmax_0363.md;doc/livevis_quiver_overlay_0364.md;doc/livevis_quiver_smoothing_0365.md;include/cuda_live_field_0337.h;src/cuda_live_field_0337.cu;src/live_visualization_0335.cpp;src/main_src_mpcd_base.cpp,,session_0361_0365_livevis
SRC_LIVE_VIS_QUIVER_NX,Live visualization runtime,ajout 0364,entier >= 1,60,Nombre de colonnes de la grille vectorielle quiver décimée.,"Un coût faible est obtenu en gardant une grille décimée, par exemple 60x32.",,doc/livevis_field_N_0361.md;doc/livevis_field_minmax_0363.md;doc/livevis_quiver_overlay_0364.md;doc/livevis_quiver_smoothing_0365.md;include/cuda_live_field_0337.h;src/cuda_live_field_0337.cu;src/live_visualization_0335.cpp;src/main_src_mpcd_base.cpp,,session_0361_0365_livevis
SRC_LIVE_VIS_QUIVER_NY,Live visualization runtime,ajout 0364,entier >= 1,32,Nombre de lignes de la grille vectorielle quiver décimée.,"Un coût faible est obtenu en gardant une grille décimée, par exemple 60x32.",,doc/livevis_field_N_0361.md;doc/livevis_field_minmax_0363.md;doc/livevis_quiver_overlay_0364.md;doc/livevis_quiver_smoothing_0365.md;include/cuda_live_field_0337.h;src/cuda_live_field_0337.cu;src/live_visualization_0335.cpp;src/main_src_mpcd_base.cpp,,session_0361_0365_livevis
SRC_LIVE_VIS_QUIVER_SCALE,Live visualization runtime,ajout 0364,double,-1,"Gain manuel des segments vitesse, en pixels par unité de vitesse.",Valeur <0: désactive l’overlay quiver; valeur >=0: active l’overlay.,,doc/livevis_field_N_0361.md;doc/livevis_field_minmax_0363.md;doc/livevis_quiver_overlay_0364.md;doc/livevis_quiver_smoothing_0365.md;include/cuda_live_field_0337.h;src/cuda_live_field_0337.cu;src/live_visualization_0335.cpp;src/main_src_mpcd_base.cpp,,session_0361_0365_livevis
SRC_LIVE_VIS_QUIVER_SMOOTH_PASSES,Live visualization runtime,ajout 0365,entier; -1 ou >=0,-1,Nombre de passes de lissage 3x3 appliquées aux vecteurs quiver sur la grille décimée.,<0 réutilise smoothPasses; 0 désactive le lissage des vecteurs; >0 fixe le nombre de passes.,,doc/livevis_field_N_0361.md;doc/livevis_field_minmax_0363.md;doc/livevis_quiver_overlay_0364.md;doc/livevis_quiver_smoothing_0365.md;include/cuda_live_field_0337.h;src/cuda_live_field_0337.cu;src/live_visualization_0335.cpp;src/main_src_mpcd_base.cpp,,session_0361_0365_livevis
SRC_LIVE_VIS_RESAMPLING_HOST_MIRROR,Live visualization fallback resampling,ajout 0335d,booléen/env truthy,0 scripts 0337; 1 fallback manuel,Force une voie hôte visible pour le resampling.,Fiable mais lente. À utiliser si CUDA_FIELD échoue ou pour debug.,,src/live_visualization_0335.cpp,,src_mpcd_cuda_env_flags_added_0331_to_0337_livevis.csv | src_mpcd_cuda_livevis_inventory_0314_to_0339a.csv | src_mpcd_cuda_livevis_inventory_0314_to_0342a.csv | src_mpcd_cuda_resampling_env_flags_delta_0314_to_0337_livevis.csv
SRC_LIVE_VIS_SMOOTH_PASSES,Live visualization runtime,ajout 0335c/0337,entier >= 0,1 scripts 0337,Nombre de passes de lissage spatial du champ live.,Vorticité: souvent 1 ou 2; champs vitesse: 0 ou 1. | 0341a: valeur initiale seulement; peut être modifiée à chaud via livevis_control.kv si SRC_LIVE_VIS_CONTROL_FILE est défini.,,doc/livevis_runtime_control_0341a.md;src/cuda_live_field_0337.cu;src/live_visualization_0335.cpp;src/main_src_mpcd_base.cpp,,src_mpcd_cuda_env_flags_added_0331_to_0337_livevis.csv | src_mpcd_cuda_livevis_inventory_0314_to_0339a.csv | src_mpcd_cuda_livevis_inventory_0314_to_0342a.csv | src_mpcd_cuda_resampling_env_flags_delta_0314_to_0337_livevis.csv
SRC_LIVE_VIS_VSYNC,Live visualization runtime,ajout 0335,booléen/int,0 scripts 0337,Contrôle vsync de la fenêtre GLFW.,0 recommandé pour ne pas brider la simulation; 1 utile si affichage trop rapide.,,src/live_visualization_0335.cpp,,src_mpcd_cuda_env_flags_added_0331_to_0337_livevis.csv | src_mpcd_cuda_livevis_inventory_0314_to_0339a.csv | src_mpcd_cuda_livevis_inventory_0314_to_0342a.csv | src_mpcd_cuda_resampling_env_flags_delta_0314_to_0337_livevis.csv
SRC_LIVE_VIS_WINDOW_SCALE,Live visualization runtime,ajout 0335,entier >= 1,1,Facteur d’échelle de la fenêtre OpenGL.,N’affecte pas la physique ni la grille de calcul.,,src/live_visualization_0335.cpp,,src_mpcd_cuda_env_flags_added_0331_to_0337_livevis.csv | src_mpcd_cuda_livevis_inventory_0314_to_0339a.csv | src_mpcd_cuda_livevis_inventory_0314_to_0342a.csv | src_mpcd_cuda_resampling_env_flags_delta_0314_to_0337_livevis.csv
STATE_SOURCE,Alias script état initial,ajout/documenté 0426,chemin fichier,selon cas,Chemin source de l’état .smpcd copié dans RUN_ROOT/init.,Utilisé dans les scripts 0411/0414/0416.,,doc/README_0426_DARCY_FASTFLAGS.md;scripts/run_src_classic_cuda_darcy_chi_backward_step_0425.sh;scripts/run_src_classic_cuda_darcy_chi_lr_segments_0411.sh;scripts/run_src_classic_cuda_darcy_chi_naca_periodic_0414.sh,,src_mpcd_params_inventory_consolidated_0365.csv + compléments Darcy/Brinkman/livevis 0411-0426
STEP_XMAX,Alias script géométrie/segments Darcy,ajout/documenté 0426,double/chaîne selon variable,1.0,Borne x maximale du rectangle solide step généré en chi.,,,doc/README_0426_DARCY_FASTFLAGS.md;scripts/run_src_classic_cuda_darcy_chi_backward_step_0425.sh;scripts/run_src_classic_cuda_darcy_chi_lr_segments_0411.sh;scripts/run_src_classic_cuda_darcy_chi_naca_periodic_0414.sh,,src_mpcd_params_inventory_consolidated_0365.csv + compléments Darcy/Brinkman/livevis 0411-0426
STEP_XMIN,Alias script géométrie/segments Darcy,ajout/documenté 0426,double/chaîne selon variable,0.0,Borne x minimale du rectangle solide step généré en chi.,,,doc/README_0426_DARCY_FASTFLAGS.md;scripts/run_src_classic_cuda_darcy_chi_backward_step_0425.sh;scripts/run_src_classic_cuda_darcy_chi_lr_segments_0411.sh;scripts/run_src_classic_cuda_darcy_chi_naca_periodic_0414.sh,,src_mpcd_params_inventory_consolidated_0365.csv + compléments Darcy/Brinkman/livevis 0411-0426
STEP_YMAX,Alias script géométrie/segments Darcy,ajout/documenté 0426,double/chaîne selon variable,0.52,Borne y maximale du rectangle solide step généré en chi et borne inférieure de l’inlet segmenté.,,,doc/README_0426_DARCY_FASTFLAGS.md;scripts/run_src_classic_cuda_darcy_chi_backward_step_0425.sh;scripts/run_src_classic_cuda_darcy_chi_lr_segments_0411.sh;scripts/run_src_classic_cuda_darcy_chi_naca_periodic_0414.sh,,src_mpcd_params_inventory_consolidated_0365.csv + compléments Darcy/Brinkman/livevis 0411-0426
STEP_YMIN,Alias script géométrie/segments Darcy,ajout/documenté 0426,double/chaîne selon variable,0.0,Borne y minimale du rectangle solide step généré en chi.,,,doc/README_0426_DARCY_FASTFLAGS.md;scripts/run_src_classic_cuda_darcy_chi_backward_step_0425.sh;scripts/run_src_classic_cuda_darcy_chi_lr_segments_0411.sh;scripts/run_src_classic_cuda_darcy_chi_naca_periodic_0414.sh,,src_mpcd_params_inventory_consolidated_0365.csv + compléments Darcy/Brinkman/livevis 0411-0426
SUMMARY_ROLE_FILTER,"Alias script | CUDA resampling post-SRC — diagnostics, split-safety et optimisation inactive",ajout 0314 | script 0314,all|fluid | alias script utilisateur,fluid dans scripts visual 0309+ | fluid dans scripts visuels 0309+,Alias exporté par les scripts vers summaryRoleFilter. | Alias script vers summaryRoleFilter.,"Paramètre de script, pas toujours une clé directe. | fluid évite de résumer inutilement les slots Inactive.",summaryRoleFilter,src/cuda_classic_src_io_resident_0263.cu,,src_mpcd_cuda_livevis_inventory_0314_to_0339a.csv | src_mpcd_cuda_livevis_inventory_0314_to_0342a.csv | src_mpcd_cuda_resampling_params_delta_0314.csv | src_mpcd_cuda_resampling_params_delta_0314_to_0337_livevis.csv | src_mpcd_cuda_env_flags_0314_resampling.csv | src_mpcd_cuda_resampling_env_flags_delta_0314.csv | src_mpcd_cuda_resampling_env_flags_delta_0314_to_0337_livevis.csv
SURFACE_TENSION_MIN_RADIUS_CELLS,Alias runner — tension superficielle,runner alias courant; valeur dépend de la campagne x12,double >=0,source Params=0.0; x12b/x12c/x12d JFM et x12yl: 4; x12cal dynamique et anciens splash x12a obstacle: 3,Surcharge surfaceTensionMinRadiusCells.,"Ne pas présenter 3 comme valeur universelle actuelle. Le cutoff ne modifie que la courbure utilisée dans sigma*kappa; le champ brut reste disponible. JFM/Young-Laplace courant emploie 4, le calibrateur dynamique x12cal conserve 3.",surfaceTensionMinRadiusCells,include/simulation_params.h;scripts/run_0493x12cal_capillary_calibrator.sh;scripts/run_0493x12d_jfm524_measurement_case.sh;scripts/run_0493x12yl_young_laplace_calibrator.sh,x12cal,cycle_0493x9_surface_tension + 0493x10q_surface_free + 0493x11c_validation_20260822 + snap_260826_code_audit_20260826
TARGET,Alias runner — splash x9s,ajout 0493x9s,wall | puddle,wall dans runner principal; wrappers dédiés disponibles,Choisit la cible du splash: paroi sèche ou flaque liquide initiale.,Runner de démonstration/qualification qualitative; ne modifie pas le backend en dehors de l’état initial.,,scripts/run_0493x9s_splash.sh;scripts/run_0493x9s_splash_puddle.sh;scripts/run_0493x9s_splash_wall.sh,x9s,cycle_0493x9_surface_tension_20260819
THERMOSTAT_ENABLE,Scripts démo 0283/0291b — thermostat,contrôle utilisateur script,booléen/env truthy,1 dans les démos CUDA isothermes; 0 désactive,Écrit thermostatEnable dans params.kv et active/désactive les flags CUDA thermostat cohérents.,0291b: thermostatEnable devient le commutateur physique unique CPU/GPU; utile pour distinguer aspiration isotherme et libre/adiabatique.,thermostatEnable,doc/GPU_PATCH_0291B_THERMOSTAT_ENABLE_GATE.md,,src_mpcd_cuda_env_flags_0292.csv | src_mpcd_cuda_env_flags_0303_resampling.csv | src_mpcd_cuda_env_flags_0314_resampling.csv
