canonical_name,category,status,expected_type,default_value,constraints,effect_role,remarks,kv_keys,cpp_fields,aliases,runner_variables,source_paths,milestones,source_inventory
taylorGreenForcingModeY,Forçage Taylor–Green,existant catalogue 0292 | canonique | alias accepté,entier,1,> 0,Nombre d’onde entier en y du forçage Taylor–Green.,Utilisé seulement si taylorGreenForcingEnable=true.,taylorGreenForcingModeY;tgForcingModeY,taylorGreenForcingModeY,tgForcingModeY,,include/simulation_params.h;src/params_io_base.cpp,,src_mpcd_params_catalogue_0292_cuda.csv | src_mpcd_params_cles_acceptees_0292_cuda.csv
thermostatEnable,Thermostat,existant catalogue 0292 | canonique,booléen,false,booléen: true/1/yes/on ou false/0/no/off,Active le thermostat mass-aware par cellule. Pilote effectivement le thermostat quel que soit le backend CPU/GPU. | Active/désactive physiquement le thermostat en CPU et en GPU; 0291b empêche les flags CUDA de forcer le thermostat si false.,"0291b: commutateur physique unique du thermostat. Si false, le thermostat est désactivé en CPU et en GPU; les variables CUDA ne peuvent plus forcer un thermostat fusionné. | 0493x14: speciesThermostatEnable=true requiert thermostatEnable=true; la collision reste commune, seule la remise à température est séparée par espèce.",thermostatEnable,thermostatEnable,,MPCD_CUDA_PERSISTENT_SRC_THERMOSTAT_SHARED_0251_0260;MPCD_CUDA_PERSISTENT_SRC_THERMOSTAT_USE;THERMOSTAT_ENABLE,include/simulation_params.h;src/params_io_base.cpp;src/src_collision.cpp,,src_mpcd_params_catalogue_0292_cuda.csv | extension_x14_snapshot_030926 | src_mpcd_params_cles_acceptees_0292_cuda.csv
thermostatEpsilon,Thermostat,existant catalogue 0292 | canonique,double,1.0e-30,>0 si thermostatEnable=true,Seuil numérique anti-division par zéro du thermostat.,,thermostatEpsilon,thermostatEpsilon,,,include/simulation_params.h;src/params_io_base.cpp,,src_mpcd_params_catalogue_0292_cuda.csv | src_mpcd_params_cles_acceptees_0292_cuda.csv
thermostatEvery,Thermostat,existant catalogue 0292 | canonique,entier,1,>0 si thermostatEnable=true,Cadence du thermostat en pas de temps.,,thermostatEvery,thermostatEvery,,,include/simulation_params.h;src/params_io_base.cpp,,src_mpcd_params_catalogue_0292_cuda.csv | src_mpcd_params_cles_acceptees_0292_cuda.csv
thermostatMinParticles,Thermostat,existant catalogue 0292 | canonique,entier,3,>=2 si thermostatEnable=true,Nombre minimal de particules d’une cellule pour thermostat.,,thermostatMinParticles,thermostatMinParticles,,,include/simulation_params.h;src/params_io_base.cpp,,src_mpcd_params_catalogue_0292_cuda.csv | src_mpcd_params_cles_acceptees_0292_cuda.csv
thermostatMode,Thermostat,existant catalogue 0292 | canonique,enum string,cell_relative_rescale,cell_relative_rescale,Mode de thermostat: rescale des vitesses relatives au centre de masse cellulaire.,Si thermostatEnable=true.,thermostatMode,thermostatMode,,,include/simulation_params.h;src/params_io_base.cpp,,src_mpcd_params_catalogue_0292_cuda.csv | src_mpcd_params_cles_acceptees_0292_cuda.csv
thermostatTargetKBT,Thermostat,existant catalogue 0292 | canonique,double,-1.0,négatif => hérite de kBT; sinon >0; 0 invalide si actif,Température cinétique cible du thermostat.,"Si thermostatEnable=true et valeur négative, kBT doit être >0. | 0493x14: lorsque speciesThermostatEnable=true, les cibles speciesKThermostatTargetKBT résolues prennent le relais par type.",thermostatTargetKBT,thermostatTargetKBT,,,include/simulation_params.h;src/params_io_base.cpp,,src_mpcd_params_catalogue_0292_cuda.csv | extension_x14_snapshot_030926 | src_mpcd_params_cles_acceptees_0292_cuda.csv
TopoBenchmarkConfig.topoBenchmarkDragLiftEnable,Darcy/Brinkman — benchmark topo,ajout 0348a/0348b,booléen,true,true/false,Active les projections drag/lift proxy.,"Observables proxy : à interpréter comme force de pénalisation volumique, pas effort pariétal exact.",topoBenchmarkDragLiftEnable,,TOPO_BENCHMARK_DRAG_LIFT_ENABLE,,doc/README_0426_DARCY_FASTFLAGS.md;scripts/run_src_classic_cuda_darcy_chi_backward_step_0425.sh;scripts/run_src_classic_cuda_darcy_chi_lr_segments_0411.sh;scripts/run_src_classic_cuda_darcy_chi_naca_periodic_0414.sh,,src_mpcd_params_inventory_consolidated_0365.csv + compléments Darcy/Brinkman/livevis 0411-0426
TopoBenchmarkConfig.topoBenchmarkEnable,Darcy/Brinkman — benchmark topo,ajout 0348a/0348b,booléen,true,true/false,Active le benchmark topologique optionnel.,"Observables proxy : à interpréter comme force de pénalisation volumique, pas effort pariétal exact.",topoBenchmarkEnable,,TOPO_BENCHMARK_ENABLE,,doc/README_0426_DARCY_FASTFLAGS.md;scripts/run_src_classic_cuda_darcy_chi_backward_step_0425.sh;scripts/run_src_classic_cuda_darcy_chi_lr_segments_0411.sh;scripts/run_src_classic_cuda_darcy_chi_naca_periodic_0414.sh,,src_mpcd_params_inventory_consolidated_0365.csv + compléments Darcy/Brinkman/livevis 0411-0426
TopoBenchmarkConfig.topoBenchmarkEvery,Darcy/Brinkman — benchmark topo,ajout 0348a/0348b,entier,darcyCostEvery,>=1,Cadence d’écriture des observables topo.,"Observables proxy : à interpréter comme force de pénalisation volumique, pas effort pariétal exact.",topoBenchmarkEvery,,TOPO_BENCHMARK_EVERY,,doc/README_0426_DARCY_FASTFLAGS.md;scripts/run_src_classic_cuda_darcy_chi_backward_step_0425.sh;scripts/run_src_classic_cuda_darcy_chi_lr_segments_0411.sh;scripts/run_src_classic_cuda_darcy_chi_naca_periodic_0414.sh,,src_mpcd_params_inventory_consolidated_0365.csv + compléments Darcy/Brinkman/livevis 0411-0426
TopoBenchmarkConfig.topoBenchmarkFilename,Darcy/Brinkman — benchmark topo,ajout 0348a/0348b,nom fichier,topo_benchmark_0348.csv,chemin relatif outputDir,Nom du CSV benchmark topo.,"Observables proxy : à interpréter comme force de pénalisation volumique, pas effort pariétal exact.",topoBenchmarkFilename,,TOPO_BENCHMARK_FILENAME,,doc/README_0426_DARCY_FASTFLAGS.md;scripts/run_src_classic_cuda_darcy_chi_backward_step_0425.sh;scripts/run_src_classic_cuda_darcy_chi_lr_segments_0411.sh;scripts/run_src_classic_cuda_darcy_chi_naca_periodic_0414.sh,,src_mpcd_params_inventory_consolidated_0365.csv + compléments Darcy/Brinkman/livevis 0411-0426
TopoBenchmarkConfig.topoBenchmarkFlowDirX,Darcy/Brinkman — benchmark topo,ajout 0348a/0348b,double,1.0,vecteur direction,Composante x de la direction drag/écoulement.,"Observables proxy : à interpréter comme force de pénalisation volumique, pas effort pariétal exact.",topoBenchmarkFlowDirX,,TOPO_BENCHMARK_FLOW_DIR_X,,doc/README_0426_DARCY_FASTFLAGS.md;scripts/run_src_classic_cuda_darcy_chi_backward_step_0425.sh;scripts/run_src_classic_cuda_darcy_chi_lr_segments_0411.sh;scripts/run_src_classic_cuda_darcy_chi_naca_periodic_0414.sh,,src_mpcd_params_inventory_consolidated_0365.csv + compléments Darcy/Brinkman/livevis 0411-0426
TopoBenchmarkConfig.topoBenchmarkFlowDirY,Darcy/Brinkman — benchmark topo,ajout 0348a/0348b,double,0.0,vecteur direction,Composante y de la direction drag/écoulement.,"Observables proxy : à interpréter comme force de pénalisation volumique, pas effort pariétal exact.",topoBenchmarkFlowDirY,,TOPO_BENCHMARK_FLOW_DIR_Y,,doc/README_0426_DARCY_FASTFLAGS.md;scripts/run_src_classic_cuda_darcy_chi_backward_step_0425.sh;scripts/run_src_classic_cuda_darcy_chi_lr_segments_0411.sh;scripts/run_src_classic_cuda_darcy_chi_naca_periodic_0414.sh,,src_mpcd_params_inventory_consolidated_0365.csv + compléments Darcy/Brinkman/livevis 0411-0426
TopoBenchmarkConfig.topoBenchmarkForceEnable,Darcy/Brinkman — benchmark topo,ajout 0348a/0348b,booléen,true,true/false,Active les observables de force Darcy cell-based.,"Observables proxy : à interpréter comme force de pénalisation volumique, pas effort pariétal exact.",topoBenchmarkForceEnable,,TOPO_BENCHMARK_FORCE_ENABLE,,doc/README_0426_DARCY_FASTFLAGS.md;scripts/run_src_classic_cuda_darcy_chi_backward_step_0425.sh;scripts/run_src_classic_cuda_darcy_chi_lr_segments_0411.sh;scripts/run_src_classic_cuda_darcy_chi_naca_periodic_0414.sh,,src_mpcd_params_inventory_consolidated_0365.csv + compléments Darcy/Brinkman/livevis 0411-0426
TopoBenchmarkConfig.topoBenchmarkLiftDirX,Darcy/Brinkman — benchmark topo,ajout 0348a/0348b,double,0.0,vecteur direction,Composante x de la direction lift.,"Observables proxy : à interpréter comme force de pénalisation volumique, pas effort pariétal exact.",topoBenchmarkLiftDirX,,TOPO_BENCHMARK_LIFT_DIR_X,,doc/README_0426_DARCY_FASTFLAGS.md;scripts/run_src_classic_cuda_darcy_chi_backward_step_0425.sh;scripts/run_src_classic_cuda_darcy_chi_lr_segments_0411.sh;scripts/run_src_classic_cuda_darcy_chi_naca_periodic_0414.sh,,src_mpcd_params_inventory_consolidated_0365.csv + compléments Darcy/Brinkman/livevis 0411-0426
TopoBenchmarkConfig.topoBenchmarkLiftDirY,Darcy/Brinkman — benchmark topo,ajout 0348a/0348b,double,1.0,vecteur direction,Composante y de la direction lift.,"Observables proxy : à interpréter comme force de pénalisation volumique, pas effort pariétal exact.",topoBenchmarkLiftDirY,,TOPO_BENCHMARK_LIFT_DIR_Y,,doc/README_0426_DARCY_FASTFLAGS.md;scripts/run_src_classic_cuda_darcy_chi_backward_step_0425.sh;scripts/run_src_classic_cuda_darcy_chi_lr_segments_0411.sh;scripts/run_src_classic_cuda_darcy_chi_naca_periodic_0414.sh,,src_mpcd_params_inventory_consolidated_0365.csv + compléments Darcy/Brinkman/livevis 0411-0426
topOpenXMax,Clés supprimées — migration vers segments 0143,supprimé 0143; rejet explicite; recensé 0490p,clé supprimée,(non applicable),Toujours rejetée; utiliser openBoundarySegmentsEnable/openBoundarySegmentCount/openBoundarySegmentK.,Clé params.kv lue par le parseur courant.,Ligne ajoutée par comparaison exhaustive du parseur params.kv au commit 36abd23 avec l’inventaire consolidé 0436b.,topOpenXMax,,,,,,delta parseur 0437–0490p / branche surf commit 36abd23
topOpenXMin,Clés supprimées — migration vers segments 0143,supprimé 0143; rejet explicite; recensé 0490p,clé supprimée,(non applicable),Toujours rejetée; utiliser openBoundarySegmentsEnable/openBoundarySegmentCount/openBoundarySegmentK.,Clé params.kv lue par le parseur courant.,Ligne ajoutée par comparaison exhaustive du parseur params.kv au commit 36abd23 avec l’inventaire consolidé 0436b.,topOpenXMin,,,,,,delta parseur 0437–0490p / branche surf commit 36abd23
virialDensityKickEnable,Projection Q6-g-f / fermeture virielle continuum 0493x7a–x7b,ajout 0493x7a/x7b; omission d’inventaire corrigée 0493x7q,booléen,false,si true: projection Q6 CUDA active; incompatible avec la restauration density-RHS active,Active le kick de densité viriel continuum avant/avec le chemin de projection Q6.,Fermeture opt-in distincte de la restauration signed1. x7q est volontairement inactif lorsque ce kick est demandé.,virialDensityKickEnable,virialDensityKickEnable,virialEnable,,include/simulation_params.h;src/cuda_q6_resident_0400.cu;src/params_io_base.cpp,x7a;x7b;x7q,complément exhaustif parseur 0493x7q
virialMomentumCorrectionEnable,Projection Q6-g-f / fermeture virielle continuum 0493x7a–x7b,ajout 0493x7a/x7b; omission d’inventaire corrigée 0493x7q,booléen,true,booléen,Active la correction globale de moment associée au kick viriel explicite.,Distincte de la fermeture périodique x7q; x7q exclut le chemin virialDensityKickEnable.,virialMomentumCorrectionEnable,virialMomentumCorrectionEnable,,,include/simulation_params.h;src/cuda_q6_resident_0400.cu;src/params_io_base.cpp,x7a;x7b;x7q,complément exhaustif parseur 0493x7q
wallAccommodation,Parois,existant catalogue 0292 | canonique,double,1.0,"[0,1]","Coefficient d’accommodation de paroi: 0 glissant/specular-like, 1 couplage thermique complet.",,wallAccommodation,wallAccommodation,,,include/simulation_params.h;src/params_io_base.cpp,,src_mpcd_params_catalogue_0292_cuda.csv | src_mpcd_params_cles_acceptees_0292_cuda.csv
wallKBT,Parois,existant catalogue 0292 | canonique,double,-1.0,négatif => hérite de kBT; sinon >0 si couplage actif,Température cinétique de paroi.,"Si paroi active et accommodation>0, kBT doit être >0 si wallKBT/wallVpKBT sont négatifs.",wallKBT,wallKBT,,WALL_KBT,include/simulation_params.h;src/params_io_base.cpp,,src_mpcd_params_catalogue_0292_cuda.csv | src_mpcd_params_cles_acceptees_0292_cuda.csv
wallThermalNoise,Parois,existant catalogue 0292 | canonique,double,1.0,>= 0,Amplitude du bruit thermique de paroi; 0 donne un couplage déterministe.,,wallThermalNoise,wallThermalNoise,,,include/simulation_params.h;src/params_io_base.cpp,,src_mpcd_params_catalogue_0292_cuda.csv | src_mpcd_params_cles_acceptees_0292_cuda.csv
wallVpEnable,Parois,existant catalogue 0292 | canonique,booléen,false,booléen: true/1/yes/on ou false/0/no/off,Active explicitement le couplage virtual-particle de paroi legacy.,,wallVpEnable,wallVpEnable,,,include/simulation_params.h;src/params_io_base.cpp,,src_mpcd_params_catalogue_0292_cuda.csv | src_mpcd_params_cles_acceptees_0292_cuda.csv
wallVpGamma,Parois,existant catalogue 0292 | canonique,double,0.0,>= 0; 0 infère l’occupation moyenne réelle,Population virtuelle de paroi dans une cellule de collision entièrement solide.,,wallVpGamma,wallVpGamma,,,include/simulation_params.h;src/params_io_base.cpp,,src_mpcd_params_catalogue_0292_cuda.csv | src_mpcd_params_cles_acceptees_0292_cuda.csv
wallVpKBT,Parois,existant catalogue 0292 | canonique,double,-1.0,alias legacy thermique; négatif => hérite de kBT; 0 invalide si actif,Ancien paramètre de température de paroi VP.,Utilisé comme fallback si wallKBT n’est pas positif.,wallVpKBT,wallVpKBT,,,include/simulation_params.h;src/params_io_base.cpp,,src_mpcd_params_catalogue_0292_cuda.csv | src_mpcd_params_cles_acceptees_0292_cuda.csv
wallVpMass,Parois,existant catalogue 0292 | canonique,double,1.0,> 0,Masse des particules virtuelles/agrégat de paroi.,,wallVpMass,wallVpMass,,,include/simulation_params.h;src/params_io_base.cpp,,src_mpcd_params_catalogue_0292_cuda.csv | src_mpcd_params_cles_acceptees_0292_cuda.csv
wallVpMode,Parois,existant catalogue 0292 | canonique,enum string,thermal,thermal; deterministic_thermal; stochastic_fraction,Mode de couplage thermique de paroi; stochastic_fraction est accepté comme alias legacy.,,wallVpMode,wallVpMode,,,include/simulation_params.h;src/params_io_base.cpp,,src_mpcd_params_catalogue_0292_cuda.csv | src_mpcd_params_cles_acceptees_0292_cuda.csv
wallVpUxBottom,Parois — vitesses,existant catalogue 0292 | alias accepté | canonique,double,0.0,nombre réel fini,Composante x de la vitesse de paroi sur la face bottom.,,wallVpUxBottom;wallUxBottom,wallVpUxBottom,wallUxBottom,,include/simulation_params.h;src/params_io_base.cpp,,src_mpcd_params_catalogue_0292_cuda.csv | src_mpcd_params_cles_acceptees_0292_cuda.csv
wallVpUxLeft,Parois — vitesses,existant catalogue 0292 | alias accepté | canonique,double,0.0,nombre réel fini,Composante x de la vitesse de paroi sur la face left.,,wallVpUxLeft;wallUxLeft,wallVpUxLeft,wallUxLeft,,include/simulation_params.h;src/params_io_base.cpp,,src_mpcd_params_catalogue_0292_cuda.csv | src_mpcd_params_cles_acceptees_0292_cuda.csv
wallVpUxRight,Parois — vitesses,existant catalogue 0292 | alias accepté | canonique,double,0.0,nombre réel fini,Composante x de la vitesse de paroi sur la face right.,,wallVpUxRight;wallUxRight,wallVpUxRight,wallUxRight,,include/simulation_params.h;src/params_io_base.cpp,,src_mpcd_params_catalogue_0292_cuda.csv | src_mpcd_params_cles_acceptees_0292_cuda.csv
wallVpUxTop,Parois — vitesses,existant catalogue 0292 | alias accepté | canonique,double,0.0,nombre réel fini,Composante x de la vitesse de paroi sur la face top.,,wallVpUxTop;wallUxTop,wallVpUxTop,wallUxTop,,include/simulation_params.h;src/params_io_base.cpp,,src_mpcd_params_catalogue_0292_cuda.csv | src_mpcd_params_cles_acceptees_0292_cuda.csv
wallVpUyBottom,Parois — vitesses,existant catalogue 0292 | alias accepté | canonique,double,0.0,nombre réel fini,Composante y de la vitesse de paroi sur la face bottom.,,wallVpUyBottom;wallUyBottom,wallVpUyBottom,wallUyBottom,,include/simulation_params.h;src/params_io_base.cpp,,src_mpcd_params_catalogue_0292_cuda.csv | src_mpcd_params_cles_acceptees_0292_cuda.csv
wallVpUyLeft,Parois — vitesses,existant catalogue 0292 | alias accepté | canonique,double,0.0,nombre réel fini,Composante y de la vitesse de paroi sur la face left.,,wallVpUyLeft;wallUyLeft,wallVpUyLeft,wallUyLeft,,include/simulation_params.h;src/params_io_base.cpp,,src_mpcd_params_catalogue_0292_cuda.csv | src_mpcd_params_cles_acceptees_0292_cuda.csv
wallVpUyRight,Parois — vitesses,existant catalogue 0292 | alias accepté | canonique,double,0.0,nombre réel fini,Composante y de la vitesse de paroi sur la face right.,,wallVpUyRight;wallUyRight,wallVpUyRight,wallUyRight,,include/simulation_params.h;src/params_io_base.cpp,,src_mpcd_params_catalogue_0292_cuda.csv | src_mpcd_params_cles_acceptees_0292_cuda.csv
wallVpUyTop,Parois — vitesses,existant catalogue 0292 | alias accepté | canonique,double,0.0,nombre réel fini,Composante y de la vitesse de paroi sur la face top.,,wallVpUyTop;wallUyTop,wallVpUyTop,wallUyTop,,include/simulation_params.h;src/params_io_base.cpp,,src_mpcd_params_catalogue_0292_cuda.csv | src_mpcd_params_cles_acceptees_0292_cuda.csv
