name,entry_type,category,status,expected_type,default,values_constraints,canonical_field_target,aliases,effect_role,remarks,sources,source_inventory
q6DensityRelaxationCompressionThresholdFill,params_key,Projection Q6-g-f / restauration de densité signée,ajout 0493x7d-v2; qualifié signed1/x7q,double,0.0,fini >=0; doit être >0 si compression gate actif,q6DensityRelaxationCompressionThresholdFill,densityRelaxationCompressionThresholdFill,Seuil du défaut positif de remplissage utilisé par le gate cohérent de compression.,"Les runners expriment le seuil en particules et écrivent thresholdParticles/gamma. Profil final: 3/gamma, soit 0.15 à gamma=20 et 0.30 à gamma=10.",include/simulation_params.h; src/params_io_base.cpp; src/cuda_q6_resident_0400.cu; scripts/src_mpcd_run_common_0434.sh,mise à jour 0493x7d-v2–0493x7q / Q6-g-f
q6DensityRelaxationCompressionThresholdFill,params_canonical_field,Projection Q6-g-f / restauration de densité signée,ajout 0493x7d-v2; qualifié signed1/x7q,double,0.0,fini >=0; doit être >0 si compression gate actif,q6DensityRelaxationCompressionThresholdFill,densityRelaxationCompressionThresholdFill,Seuil du défaut positif de remplissage utilisé par le gate cohérent de compression.,"Les runners expriment le seuil en particules et écrivent thresholdParticles/gamma. Profil final: 3/gamma, soit 0.15 à gamma=20 et 0.30 à gamma=10.",include/simulation_params.h; src/params_io_base.cpp; src/cuda_q6_resident_0400.cu; scripts/src_mpcd_run_common_0434.sh,mise à jour 0493x7d-v2–0493x7q / Q6-g-f
q6DensityRelaxationTractionThresholdFill,params_key,Projection Q6-g-f / restauration de densité signée,ajout 0493x7d-v2-signed1; qualifié x7q,double,0.0,fini >=0; doit être >0 si q6DensityRelaxationTractionGain>0,q6DensityRelaxationTractionThresholdFill,densityRelaxationTractionThresholdFill,Seuil en valeur absolue du défaut négatif pour la branche cohérente de traction/déplétion.,"Profil final: 6/gamma, soit 0.30 à gamma=20 et 0.60 à gamma=10.",include/simulation_params.h; src/params_io_base.cpp; src/cuda_q6_resident_0400.cu; scripts/src_mpcd_run_common_0434.sh,mise à jour 0493x7d-v2–0493x7q / Q6-g-f
q6DensityRelaxationTractionThresholdFill,params_canonical_field,Projection Q6-g-f / restauration de densité signée,ajout 0493x7d-v2-signed1; qualifié x7q,double,0.0,fini >=0; doit être >0 si q6DensityRelaxationTractionGain>0,q6DensityRelaxationTractionThresholdFill,densityRelaxationTractionThresholdFill,Seuil en valeur absolue du défaut négatif pour la branche cohérente de traction/déplétion.,"Profil final: 6/gamma, soit 0.30 à gamma=20 et 0.60 à gamma=10.",include/simulation_params.h; src/params_io_base.cpp; src/cuda_q6_resident_0400.cu; scripts/src_mpcd_run_common_0434.sh,mise à jour 0493x7d-v2–0493x7q / Q6-g-f
q6DensityRelaxationTractionGain,params_key,Projection Q6-g-f / restauration de densité signée,ajout 0493x7d-v2-signed1; qualifié x7q,double,0.0,"fini >=0; si >0: tractionThresholdFill>0, compression gate actif et restauration de densité active",q6DensityRelaxationTractionGain,densityRelaxationTractionGain,Multiplie la cible négative admise par le gate de traction; 0 est un no-op exact de cette branche.,Profil signed1/x7q qualifié: 1.0.,include/simulation_params.h; src/params_io_base.cpp; src/cuda_q6_resident_0400.cu; scripts/src_mpcd_run_common_0434.sh,mise à jour 0493x7d-v2–0493x7q / Q6-g-f
q6DensityRelaxationTractionGain,params_canonical_field,Projection Q6-g-f / restauration de densité signée,ajout 0493x7d-v2-signed1; qualifié x7q,double,0.0,"fini >=0; si >0: tractionThresholdFill>0, compression gate actif et restauration de densité active",q6DensityRelaxationTractionGain,densityRelaxationTractionGain,Multiplie la cible négative admise par le gate de traction; 0 est un no-op exact de cette branche.,Profil signed1/x7q qualifié: 1.0.,include/simulation_params.h; src/params_io_base.cpp; src/cuda_q6_resident_0400.cu; scripts/src_mpcd_run_common_0434.sh,mise à jour 0493x7d-v2–0493x7q / Q6-g-f
virialDensityKickEnable,params_key,Projection Q6-g-f / fermeture virielle continuum 0493x7a–x7b,ajout 0493x7a/x7b; omission d’inventaire corrigée 0493x7q,booléen,false,si true: projection Q6 CUDA active; incompatible avec la restauration density-RHS active,virialDensityKickEnable,virialEnable,Active le kick de densité viriel continuum avant/avec le chemin de projection Q6.,Fermeture opt-in distincte de la restauration signed1. x7q est volontairement inactif lorsque ce kick est demandé.,include/simulation_params.h; src/params_io_base.cpp; src/cuda_q6_resident_0400.cu,complément exhaustif parseur 0493x7q
virialDensityKickEnable,params_canonical_field,Projection Q6-g-f / fermeture virielle continuum 0493x7a–x7b,ajout 0493x7a/x7b; omission d’inventaire corrigée 0493x7q,booléen,false,si true: projection Q6 CUDA active; incompatible avec la restauration density-RHS active,virialDensityKickEnable,virialEnable,Active le kick de densité viriel continuum avant/avec le chemin de projection Q6.,Fermeture opt-in distincte de la restauration signed1. x7q est volontairement inactif lorsque ce kick est demandé.,include/simulation_params.h; src/params_io_base.cpp; src/cuda_q6_resident_0400.cu,complément exhaustif parseur 0493x7q
kVirial,params_key,Projection Q6-g-f / fermeture virielle continuum 0493x7a–x7b,ajout 0493x7a/x7b; omission d’inventaire corrigée 0493x7q,double,0.10666666666666667,fini >=0,kVirial,Kvirial,Module continuum du terme de pression/accélération virielle associé au défaut de remplissage.,Grandeur physique à ne pas rescaler avec Nx/Ny lors d’un raffinement à domaine physique fixé.,include/simulation_params.h; src/params_io_base.cpp; src/cuda_q6_resident_0400.cu,complément exhaustif parseur 0493x7q
kVirial,params_canonical_field,Projection Q6-g-f / fermeture virielle continuum 0493x7a–x7b,ajout 0493x7a/x7b; omission d’inventaire corrigée 0493x7q,double,0.10666666666666667,fini >=0,kVirial,Kvirial,Module continuum du terme de pression/accélération virielle associé au défaut de remplissage.,Grandeur physique à ne pas rescaler avec Nx/Ny lors d’un raffinement à domaine physique fixé.,include/simulation_params.h; src/params_io_base.cpp; src/cuda_q6_resident_0400.cu,complément exhaustif parseur 0493x7q
betaEOS,params_key,Projection Q6-g-f / fermeture virielle continuum 0493x7a–x7b,ajout 0493x7a/x7b; omission d’inventaire corrigée 0493x7q,double,0.05,fini >=0,betaEOS,virialBeta,Gain sans dimension de la fermeture EOS virielle continuum.,"Paramètre 0493x7b, désactivé physiquement tant que virialDensityKickEnable=false.",include/simulation_params.h; src/params_io_base.cpp; src/cuda_q6_resident_0400.cu,complément exhaustif parseur 0493x7q
betaEOS,params_canonical_field,Projection Q6-g-f / fermeture virielle continuum 0493x7a–x7b,ajout 0493x7a/x7b; omission d’inventaire corrigée 0493x7q,double,0.05,fini >=0,betaEOS,virialBeta,Gain sans dimension de la fermeture EOS virielle continuum.,"Paramètre 0493x7b, désactivé physiquement tant que virialDensityKickEnable=false.",include/simulation_params.h; src/params_io_base.cpp; src/cuda_q6_resident_0400.cu,complément exhaustif parseur 0493x7q
virialMomentumCorrectionEnable,params_key,Projection Q6-g-f / fermeture virielle continuum 0493x7a–x7b,ajout 0493x7a/x7b; omission d’inventaire corrigée 0493x7q,booléen,true,booléen,virialMomentumCorrectionEnable,,Active la correction globale de moment associée au kick viriel explicite.,Distincte de la fermeture périodique x7q; x7q exclut le chemin virialDensityKickEnable.,include/simulation_params.h; src/params_io_base.cpp; src/cuda_q6_resident_0400.cu,complément exhaustif parseur 0493x7q
virialMomentumCorrectionEnable,params_canonical_field,Projection Q6-g-f / fermeture virielle continuum 0493x7a–x7b,ajout 0493x7a/x7b; omission d’inventaire corrigée 0493x7q,booléen,true,booléen,virialMomentumCorrectionEnable,,Active la correction globale de moment associée au kick viriel explicite.,Distincte de la fermeture périodique x7q; x7q exclut le chemin virialDensityKickEnable.,include/simulation_params.h; src/params_io_base.cpp; src/cuda_q6_resident_0400.cu,complément exhaustif parseur 0493x7q
surfaceTensionSigma,params_canonical_field,Q6-G-F — tension superficielle / interface,ajout 0493x9d; validation quantitative x11c,double fini >= 0,0.0,>=0; 0 = no-op exact,surfaceTensionSigma,q6GfSurfaceTensionSigma,Coefficient de tension superficielle utilisé dans le saut de Laplace p_A-p_B=sigma*kappa sur l’interface Q6-G-F.,"0493x9d: kappa p3 interpolée au crossing alpha=0.5; phiGamma_cap=dt*sigma*kappa/rhoARef; aucune force CSF ni kick particulaire direct. 0493x11c: après soustraction appariée sigma=0, pente contrainte Δp_cap/(sigma<kappa>)=0.9587044; ondes capillaires: pente omega_num^2/omega_th^2=0.98842059. Aucune renormalisation empirique de sigma. sigma très élevé reste soumis à la stabilité temporelle.",include/simulation_params.h; src/params_io_base.cpp; src/cuda_q6_resident_0400.cu; README_0493X9D_ACTIVE_LAPLACE.md; scripts/analyze_0493x11a_young_laplace_paired.py; scripts/analyze_0493x11b_capillary_wave_earlyfit.py,cycle_0493x8k_x8t + 0493x9d_x9r + 0493x10q_x11c_surface_tension_20260822
surfaceTensionSigma,params_key,Q6-G-F — tension superficielle / interface,canonique | ajout 0493x9d; validation quantitative x11c,double fini >= 0,0.0,>=0; 0 = no-op exact,surfaceTensionSigma,,Coefficient de tension superficielle utilisé dans le saut de Laplace p_A-p_B=sigma*kappa sur l’interface Q6-G-F.,"0493x9d: kappa p3 interpolée au crossing alpha=0.5; phiGamma_cap=dt*sigma*kappa/rhoARef; aucune force CSF ni kick particulaire direct. 0493x11c: après soustraction appariée sigma=0, pente contrainte Δp_cap/(sigma<kappa>)=0.9587044; ondes capillaires: pente omega_num^2/omega_th^2=0.98842059. Aucune renormalisation empirique de sigma. sigma très élevé reste soumis à la stabilité temporelle.",include/simulation_params.h; src/params_io_base.cpp; src/cuda_q6_resident_0400.cu; README_0493X9D_ACTIVE_LAPLACE.md; scripts/analyze_0493x11a_young_laplace_paired.py; scripts/analyze_0493x11b_capillary_wave_earlyfit.py,cycle_0493x8k_x8t + 0493x9d_x9r + 0493x10q_x11c_surface_tension_20260822
q6GfSurfaceTensionSigma,params_key,Q6-G-F — tension superficielle / interface,alias accepté | ajout 0493x9d,double fini >= 0,0.0,>=0; 0 = no-op exact,surfaceTensionSigma,,Coefficient de tension superficielle utilisé dans le saut de Laplace p_A-p_B=sigma*kappa sur l’interface Q6-G-F.,Alias de surfaceTensionSigma. 0493x9d: la courbure p3 est interpolée au crossing alpha=0.5; phiGamma_cap=dt*sigma*kappa/rhoARef. Aucune force CSF ni kick particulaire direct. sigma très élevé peut imposer une raideur temporelle forte; valider dt.,include/simulation_params.h; src/params_io_base.cpp; src/cuda_q6_resident_0400.cu; README_0493X9D_ACTIVE_LAPLACE.md,cycle_0493x8k_x8t + 0493x9d_x9r_surface_tension_20260819
surfaceTensionMinRadiusCells,params_canonical_field,Q6-G-F — tension superficielle / interface,ajout 0493x9r; choix 3 conservé x10/x11,double fini >= 0,0.0,>=0; 0 = no-op; 3 retenu dans la chaîne x10/x11 actuelle,surfaceTensionMinRadiusCells,q6GfSurfaceTensionMinRadiusCells,Rayon minimal résolu en cellules pour la courbure utilisée uniquement dans sigma*kappa.,"0493x9r: kappaLimit=1/(N_R*min(dx,dy)); clip après interpolation de face; champ p3/LiveVis bruts. N_R=3 est conservé dans les validations x10/x11 et ne domine pas le bulk; ce n’est pas une constante physique universelle.",include/simulation_params.h; src/params_io_base.cpp; src/cuda_q6_resident_0400.cu; README_0493X9R_CAPILLARY_RESOLUTION_CUTOFF.md,cycle_0493x8k_x8t + 0493x9d_x9r + 0493x10q_x11c_surface_tension_20260822
surfaceTensionMinRadiusCells,params_key,Q6-G-F — tension superficielle / interface,canonique | ajout 0493x9r; choix 3 conservé x10/x11,double fini >= 0,0.0,>=0; 0 = no-op; 3 retenu dans la chaîne x10/x11 actuelle,surfaceTensionMinRadiusCells,,Rayon minimal résolu en cellules pour la courbure utilisée uniquement dans sigma*kappa.,"0493x9r: kappaLimit=1/(N_R*min(dx,dy)); clip après interpolation de face; champ p3/LiveVis bruts. N_R=3 est conservé dans les validations x10/x11 et ne domine pas le bulk; ce n’est pas une constante physique universelle.",include/simulation_params.h; src/params_io_base.cpp; src/cuda_q6_resident_0400.cu; README_0493X9R_CAPILLARY_RESOLUTION_CUTOFF.md,cycle_0493x8k_x8t + 0493x9d_x9r + 0493x10q_x11c_surface_tension_20260822
q6GfSurfaceTensionMinRadiusCells,params_key,Q6-G-F — tension superficielle / interface,alias accepté | ajout 0493x9r,double fini >= 0,0.0,>=0; 0 = no-op; recommandé actuel 3 pour les cas x9r,surfaceTensionMinRadiusCells,,Rayon minimal résolu en cellules pour la courbure utilisée uniquement dans sigma*kappa.,"Alias de surfaceTensionMinRadiusCells. 0493x9r: kappaLimit=1/(N_R*min(dx,dy)); clip appliqué après interpolation de face. Le champ de courbure résident et LiveVis restent bruts. N_R=3 est le compromis actuellement retenu; ce n’est pas une constante physique universelle.",include/simulation_params.h; src/params_io_base.cpp; src/cuda_q6_resident_0400.cu; README_0493X9R_CAPILLARY_RESOLUTION_CUTOFF.md,cycle_0493x8k_x8t + 0493x9d_x9r_surface_tension_20260819
phaseInterfaceASelector,params_canonical_field,Q6-G-F — sélection de phases,ajout 0493x9g,string canonique,family:liquid,family:liquid | family:gas | family:dispersed | family:unspecified | type:<uint32> | vacuum | wall; A ne peut pas être vacuum/wall; A/B ne doivent pas se recouvrir,phaseInterfaceASelector,capillaryPhaseASelector,"Sélectionne la phase A: côté alpha>=0.5, référence de masse, orientation A->B et espèce(s) projetée(s).",0493x9g: A sélectionne les espèces projetées avec masse de référence positive. Chaîne x10/x11 liquide-vide: A est explicitement le type liquide; la loi cinétique agit sur les particules de phase A.,include/simulation_params.h; src/params_io_base.cpp; src/cuda_q6_resident_0400.cu; 0493x9g_phase_pair_generalization_review.diff,cycle_0493x8k_x8t + 0493x9d_x9r + 0493x10q_x11c_surface_tension_20260822
phaseInterfaceASelector,params_key,Q6-G-F — sélection de phases,canonique | ajout 0493x9g,string canonique,family:liquid,family:liquid | family:gas | family:dispersed | family:unspecified | type:<uint32> | vacuum | wall; A ne peut pas être vacuum/wall; A/B ne doivent pas se recouvrir,phaseInterfaceASelector,,"Sélectionne la phase A: côté alpha>=0.5, référence de masse, orientation A->B et espèce(s) projetée(s).",0493x9g: A sélectionne les espèces projetées avec masse de référence positive. Chaîne x10/x11 liquide-vide: A est explicitement le type liquide; la loi cinétique agit sur les particules de phase A.,include/simulation_params.h; src/params_io_base.cpp; src/cuda_q6_resident_0400.cu; 0493x9g_phase_pair_generalization_review.diff,cycle_0493x8k_x8t + 0493x9d_x9r + 0493x10q_x11c_surface_tension_20260822
capillaryPhaseASelector,params_key,Q6-G-F — sélection de phases,alias accepté | ajout 0493x9g,string canonique,family:liquid,family:liquid | family:gas | family:dispersed | family:unspecified | type:<uint32> | vacuum | wall; A ne peut pas être vacuum/wall; A/B ne doivent pas se recouvrir,phaseInterfaceASelector,,"Sélectionne la phase A: côté alpha>=0.5, référence de masse, orientation A->B et espèce(s) projetée(s).",Alias de phaseInterfaceASelector. 0493x9g: phase A doit sélectionner des espèces enregistrées avec masse de référence positive.,include/simulation_params.h; src/params_io_base.cpp; src/cuda_q6_resident_0400.cu; 0493x9g_phase_pair_generalization_review.diff,cycle_0493x8k_x8t + 0493x9d_x9r_surface_tension_20260819
phaseInterfaceBSelector,params_canonical_field,Q6-G-F — sélection de phases,ajout 0493x9g; wall opérationnel géométriquement x9h,string canonique,family:gas,family:liquid | family:gas | family:dispersed | family:unspecified | type:<uint32> | vacuum | wall; A ne peut pas être vacuum/wall; A/B ne doivent pas se recouvrir,phaseInterfaceBSelector,capillaryPhaseBSelector,"Sélectionne le côté extérieur B de l’interface; peut fournir la pression gaz x6g, être vacuum, ou demander le provider géométrique wall.",0493x9g/x9h: B=vacuum opérationnel sans particules gaz; B=wall est géométrie seule. La qualification x10q/x11 de surface libre cinétique est liquide-vide; un vrai liquide-gaz couplé reste à qualifier.,include/simulation_params.h; src/params_io_base.cpp; src/cuda_q6_resident_0400.cu; 0493x9g_phase_pair_generalization_review.diff; 0493x9h_wall_geometry_provider_review.diff,cycle_0493x8k_x8t + 0493x9d_x9r + 0493x10q_x11c_surface_tension_20260822
phaseInterfaceBSelector,params_key,Q6-G-F — sélection de phases,canonique | ajout 0493x9g; wall opérationnel géométriquement x9h,string canonique,family:gas,family:liquid | family:gas | family:dispersed | family:unspecified | type:<uint32> | vacuum | wall; A ne peut pas être vacuum/wall; A/B ne doivent pas se recouvrir,phaseInterfaceBSelector,,"Sélectionne le côté extérieur B de l’interface; peut fournir la pression gaz x6g, être vacuum, ou demander le provider géométrique wall.",0493x9g/x9h: B=vacuum opérationnel sans particules gaz; B=wall est géométrie seule. La qualification x10q/x11 de surface libre cinétique est liquide-vide; un vrai liquide-gaz couplé reste à qualifier.,include/simulation_params.h; src/params_io_base.cpp; src/cuda_q6_resident_0400.cu; 0493x9g_phase_pair_generalization_review.diff; 0493x9h_wall_geometry_provider_review.diff,cycle_0493x8k_x8t + 0493x9d_x9r + 0493x10q_x11c_surface_tension_20260822
